arm,width,width_pct,envelope,envelope_bps,window,hours,net_usd,per_day_usd,lp_fees_usd,il_usd,basket_delta_usd,lp_value_change_usd,onchain_cost_usd,hedge_price_pnl_usd,funding_usd,rehedge_notional_usd,swapped_notional_usd,n_recenters,n_rehedges,volume_usd,volume_in_range_usd,n_swaps,seconds_out_of_range
always_in_w40,40.0,0.020200319893931784,optimistic,1.984,2026-06,720.0,-143.00681579539037,-4.766893859846346,293.0848819448051,-474.69620452478557,-118.35187471780057,-585.64488934537,15.457415296119954,181.59262272789667,1.344344697986048,90354.6397408682,25716.44480333646,52,772,1516873603.7802618,1304387307.0407214,1406425,228322.0
always_in_w40,40.0,0.020200319893931784,optimistic,1.984,2026-07,744.0,-57.169886212675046,-1.8441898778282273,165.6472935373222,-183.42600829256048,102.19751988183555,-96.83426080076981,7.149406293770481,-109.8468735596209,3.7462103513453684,64177.66858458381,11898.642664928188,24,768,1169515005.6439712,1079984559.2620125,783542,139784.0
always_in_w40,40.0,0.020200319893931784,optimistic,1.984,2026-08,647.9938888888889,-77.27743878562426,-2.8621543546269446,133.1108092349058,-226.46405793265842,145.61896403345042,-69.07125570400137,7.347721227197474,-126.73200814088703,3.0186195664766187,51692.95622439904,12244.16144946164,24,673,1145307968.0950816,983230674.8397146,669715,92140.0
always_in_w40,40.0,0.020200319893931784,central,3.3586560000000003,full,2855.9938888888887,-376.5653038046179,-3.1644210887393927,710.0155464250196,-1038.4663632157608,77.64644256626389,-960.819920649497,35.93112706853278,-12.444268975817636,11.20250116289122,263760.3693223756,59811.148532556304,119,2976,5444641880.183741,4879142364.432761,3434112,531171.0
always_in_w40,40.0,0.020200319893931784,central,3.3586560000000003,2026-05,744.0,-70.76228328442669,-2.282654299497635,118.17256170798431,-153.88009246575643,-51.818166631221516,-209.26951479935587,5.9765842514448675,42.54198999679349,3.0933265470831963,57535.10477252493,9951.899614830001,19,763,1612945302.6644208,1511539823.2903025,574430,70925.0
always_in_w40,40.0,0.020200319893931784,central,3.3586560000000003,2026-06,720.0,-155.42747056015267,-5.180915685338422,293.0848819448051,-474.69620452478557,-118.35187471780057,-585.64488934537,15.457415296119954,181.59262272789667,1.344344697986048,90354.6397408682,25716.44480333646,52,772,1516873603.7802618,1304387307.0407214,1406425,228322.0
always_in_w40,40.0,0.020200319893931784,central,3.3586560000000003,2026-07,744.0,-65.99210793125602,-2.128777675201807,165.6472935373222,-183.42600829256048,102.19751988183555,-96.83426080076981,7.149406293770481,-109.8468735596209,3.7462103513453684,64177.66858458381,11898.642664928188,24,768,1169515005.6439712,1079984559.2620125,783542,139784.0
always_in_w40,40.0,0.020200319893931784,central,3.3586560000000003,2026-08,647.9938888888889,-84.383442028785,-3.1253421419813727,133.1108092349058,-226.46405793265842,145.61896403345042,-69.07125570400137,7.347721227197474,-126.73200814088703,3.0186195664766187,51692.95622439904,12244.16144946164,24,673,1145307968.0950816,983230674.8397146,669715,92140.0
always_in_w40,40.0,0.020200319893931784,pessimistic,8.32,full,2855.9938888888887,-507.42589638215316,-4.264092286944479,710.0155464250196,-1038.4663632157608,77.64644256626389,-960.819920649497,35.93112706853278,-12.444268975817636,11.20250116289122,263760.3693223756,59811.148532556304,119,2976,5444641880.183741,4879142364.432761,3434112,531171.0
always_in_w40,40.0,0.020200319893931784,pessimistic,8.32,2026-05,744.0,-99.30742796968048,-3.2034654183767897,118.17256170798431,-153.88009246575643,-51.818166631221516,-209.26951479935587,5.9765842514448675,42.54198999679349,3.0933265470831963,57535.10477252493,9951.899614830001,19,763,1612945302.6644208,1511539823.2903025,574430,70925.0
always_in_w40,40.0,0.020200319893931784,pessimistic,8.32,2026-06,720.0,-200.25551553520444,-6.675183851173482,293.0848819448051,-474.69620452478557,-118.35187471780057,-585.64488934537,15.457415296119954,181.59262272789667,1.344344697986048,90354.6397408682,25716.44480333646,52,772,1516873603.7802618,1304387307.0407214,1406425,228322.0
always_in_w40,40.0,0.020200319893931784,pessimistic,8.32,2026-07,744.0,-97.83285702786733,-3.155898613802172,165.6472935373222,-183.42600829256048,102.19751988183555,-96.83426080076981,7.149406293770481,-109.8468735596209,3.7462103513453684,64177.66858458381,11898.642664928188,24,768,1169515005.6439712,1079984559.2620125,783542,139784.0
always_in_w40,40.0,0.020200319893931784,pessimistic,8.32,2026-08,647.9938888888889,-110.0300958494035,-4.075227167518067,133.1108092349058,-226.46405793265842,145.61896403345042,-69.07125570400137,7.347721227197474,-126.73200814088703,3.0186195664766187,51692.95622439904,12244.16144946164,24,673,1145307968.0950816,983230674.8397146,669715,92140.0
always_in_w80,80.0,0.04080869271168086,optimistic,1.984,full,2855.9938888888887,-191.2974549742213,-1.6075450781750351,390.2114007633702,-515.7227027582549,75.08507028994995,-440.6376324683049,10.702556633874568,-114.42672225044089,11.180057378482832,135695.57340450602,17766.96922187114,35,2892,5444641880.183741,5207614452.555238,3434112,163630.0
always_in_w80,80.0,0.04080869271168086,optimistic,1.984,2026-05,744.0,-30.463872647120507,-0.9827055692619519,61.43306214372175,-86.93414823709338,-45.642924500544154,-144.39790427163098,2.048689982697992,56.61768863971329,3.700022367212904,29072.840440723146,3399.528579433544,6,750,1612945302.6644208,1562455613.000268,574430,35018.0
always_in_w80,80.0,0.04080869271168086,optimistic,1.984,2026-06,720.0,-86.0051328856291,-2.866837762854303,167.09334837794648,-240.35285047973036,-111.46212130646973,-354.8757485050544,4.969044223940789,115.11914947659835,1.1528529836358505,48012.55541741233,8243.688116276991,17,737,1516873603.7802618,1448517407.270632,1406425,66908.0
always_in_w80,80.0,0.04080869271168086,optimistic,1.984,2026-07,744.0,-25.37899644895264,-0.818677304804924,85.52801918589022,-94.46512840362607,79.61916626604432,-1.0320656685931908,2.0886390330111744,-105.30969704195074,4.170792897503268,33505.07454027731,3477.024312339815,7,751,1169515005.6439712,1109457006.8793147,783542,38399.0
always_in_w80,80.0,0.04080869271168086,optimistic,1.984,2026-08,647.9938888888889,-49.44945299251968,-1.8314784941189004,76.15697105581158,-93.97057563780504,152.57094983091952,59.66808597697366,1.5961833942246146,-180.85386332480223,2.156389130130805,25105.103006093144,2646.7282138207847,5,654,1145307968.0950816,1087184425.4050136,669715,23305.0
always_in_w80,80.0,0.04080869271168086,central,3.3586560000000003,full,2855.9938888888887,-209.9509283896158,-1.7642972910250554,390.2114007633702,-515.7227027582549,75.08507028994995,-440.6376324683049,10.702556633874568,-114.42672225044089,11.180057378482832,135695.57340450602,17766.96922187114,35,2892,5444641880.183741,5207614452.555238,3434112,163630.0
