block,timestamp,base_fee_wei
25544939,1784201423,121220553
25545939,1784213447,365024510
25546939,1784225495,268506472
25547939,1784237555,154026074
25548939,1784249591,130494189
25549939,1784261615,107495557
25550939,1784273627,71486961
25551939,1784285675,65319108
25552939,1784297711,283133019
25553939,1784309711,69684878
25554939,1784321735,53563497
25555939,1784333771,54535421
25556939,1784345843,87747221
25557939,1784357867,56165715
25558939,1784369903,74576326
25559939,1784381927,80061525
25560939,1784393963,190965018
25561939,1784406035,49616482
25562939,1784418095,32717651
25563939,1784430155,44256509
25564939,1784442239,44425412
25565939,1784454263,37187892
25566939,1784466311,36802449
25567939,1784478359,40381030
25568939,1784490407,33652728
25569939,1784502455,29193624
25570939,1784514491,40717062
25571939,1784526563,34728525
25572939,1784538599,63080749
25573939,1784550659,119084731
25574939,1784562719,158759898
25575939,1784574803,183451596
25576939,1784586839,70232328
25577939,1784598875,58236025
25578939,1784610911,45485632
25579939,1784622971,260129579
25580939,1784634995,68089424
25581939,1784647007,235686759
25582939,1784659043,148481728
25583939,1784671103,93534297
25584939,1784683139,110225259
25585939,1784695199,51305781
25586939,1784707223,82610804
25587939,1784719295,106999099
25588939,1784731379,130615908
25589939,1784743463,164476727
25590939,1784755547,118412132
25591939,1784767571,125131163
25592939,1784779619,108210626
25593939,1784791703,152029906
25594939,1784803727,253389039
25595939,1784815859,868243367
25596939,1784827907,157692951
25597939,1784839979,114319895
25598939,1784852051,84627439
25599939,1784864075,58639122
25600939,1784876135,120070445
25601939,1784888171,103220829
25602939,1784900183,128176307
25603939,1784912195,220042031
25604939,1784924231,99908053
25605939,1784936243,101658275
25606939,1784948267,121493903
25607939,1784960291,117300613
25608939,1784972339,98859202
25609939,1784984387,66464181
25610939,1784996411,100112455
25611939,1785008423,69639441
25612939,1785020471,46439688
25613939,1785032495,52760716
25614939,1785044495,55619550
25615939,1785056519,55074726
25616939,1785068579,50117853
25617939,1785080603,213116187
25618939,1785092627,55913244
25619939,1785104663,41453099
25620939,1785116663,62971211
25621939,1785128699,41131578
25622939,1785140771,48879637
25623939,1785152831,69690128
25624939,1785164879,907155303
25625939,1785176915,127169836
25626939,1785188939,55191639
25627939,1785200999,94531392
25628939,1785213071,186707079
25629939,1785225119,126196396
25630939,1785237119,41592697
25631939,1785249155,346715875
25632939,1785261239,291214633
25633939,1785273263,84565344
25634939,1785285311,41023778
25635939,1785297371,51708446
25636939,1785309455,50169797
25637939,1785321479,62405086
25638939,1785333491,538366125
25639939,1785345527,279743528
25640939,1785357575,135860504
25641939,1785369611,59296293
25642939,1785381635,43451977
25643939,1785393659,39537170
25644939,1785405671,138495837
25645939,1785417695,1513461158
25646939,1785429755,5248862389
25647939,1785441851,293742350
25648939,1785453935,82927024
25649939,1785465983,71041663
25650939,1785478019,155945025
25651939,1785490043,183628884
25652939,1785502067,91229817
25653939,1785514091,917061765
25654939,1785526163,1256584337
25655939,1785538163,52877763
25656292,1785542399,56593702
